T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     123.662                 -1129.119             
200     76.663                  -1131.899             
298.15  70.400                  -1133.195             
300     70.401                  -1133.209             
400     73.424                  -1136.417             
500     79.417                  -1136.549             
600     86.408                  -1136.263             
700     93.651                  -1135.686             
800     100.967                 -1133.761             
900     108.112                 -1133.231             
1000    114.946                 -1143.354             
1100    121.470                 -1142.628             
1200    127.695                 -1238.567             
1300    133.642                 -1236.730             
1400    139.331                 -1234.746             
1500    144.783                 -1232.613             
1600    150.017                 -1230.328             
1700    155.050                 -1227.889             
1800    159.900                 -1225.296             
1900    164.579                 -1222.553             
2000    169.102                 -1219.665             
2100    173.480                 -1216.644             
2200    177.722                 -1213.503             
2300    181.838                 -1210.252             
2400    185.836                 -1206.905             
2500    189.723                 -1203.473             
2600    193.505                 -1199.968             
2700    197.188                 -1196.403             
2800    200.777                 -1486.690             
2900    204.277                 -1481.946             
3000    207.693                 -1477.178             
