T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     381.117                 -234.986              
200     319.001                 -237.949              
250     312.290                 -238.430              
298.15  310.739                 -238.488              
300     310.741                 -238.484              
350     311.956                 -238.254              
400     314.737                 -237.832              
450     318.429                 -237.281              
500     322.651                 -236.639              
600     331.847                 -235.183              
700     341.318                 -233.589              
800     350.648                 -231.922              
900     359.663                 -230.215              
1000    368.295                 -228.491              
1100    376.529                 -226.763              
1200    384.372                 -225.041              
1300    391.842                 -223.332              
1400    398.962                 -221.642              
1500    405.756                 -219.974              
1600    412.247                 -218.329              
1700    418.457                 -216.709              
1800    424.408                 -215.111              
1900    430.117                 -213.533              
2000    435.602                 -211.970              
2100    440.878                 -210.417              
2200    445.961                 -208.865              
2300    450.863                 -207.310              
2400    455.596                 -205.741              
2500    460.171                 -204.152              
2600    464.598                 -202.535              
2700    468.885                 -200.883              
2800    473.041                 -199.188              
2900    477.074                 -197.444              
3000    480.990                 -195.645              
3100    484.796                 -193.786              
3200    488.498                 -191.862              
3300    492.101                 -189.868              
3400    495.611                 -187.802              
3500    499.031                 -185.659              
3600    502.367                 -183.437              
3700    505.622                 -181.135              
3800    508.800                 -178.751              
3900    511.904                 -176.282              
4000    514.939                 -173.728              
4100    517.906                 -171.089              
4200    520.809                 -168.364              
4300    523.651                 -165.552              
4400    526.433                 -162.655              
4500    529.159                 -159.671              
4600    531.831                 -156.603              
4700    534.451                 -153.449              
4800    537.020                 -150.211              
4900    539.541                 -146.891              
5000    542.015                 -143.488              
5100    544.444                 -140.004              
5200    546.830                 -136.441              
5300    549.174                 -132.799              
5400    551.478                 -129.080              
5500    553.743                 -125.285              
5600    555.970                 -121.417              
5700    558.160                 -117.475              
5800    560.315                 -113.462              
5900    562.436                 -109.380              
6000    564.524                 -105.229              
