T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     518.037                 -2051.974             
200     411.591                 -2060.267             
298.15  396.943                 -2064.386             
300     396.946                 -2064.432             
400     404.360                 -2070.149             
500     419.380                 -2072.548             
600     437.162                 -2073.079             
700     455.742                 -2072.404             
800     474.248                 -2070.991             
900     492.282                 -2175.369             
1000    509.671                 -2170.756             
1100    526.349                 -2166.065             
1200    542.305                 -2161.341             
1300    557.558                 -2156.622             
1400    572.141                 -2151.934             
1500    586.091                 -2147.295             
1600    599.448                 -2142.716             
1700    612.250                 -2138.203             
1800    624.535                 -2133.759             
1900    636.337                 -2129.371             
2000    647.689                 -2125.029             
2100    658.622                 -2120.721             
2200    669.162                 -2116.432             
2300    679.335                 -2112.143             
2400    689.164                 -2107.836             
2500    698.670                 -2103.492             
2600    707.873                 -2099.093             
2700    716.791                 -2094.622             
2800    725.440                 -2090.064             
2900    733.835                 -2085.402             
3000    741.991                 -2080.626             
3100    749.920                 -2075.722             
3200    757.634                 -2070.683             
3300    765.144                 -2065.499             
3400    772.461                 -2060.164             
3500    779.594                 -2054.674             
3600    786.552                 -2049.026             
3700    793.342                 -2043.216             
3800    799.973                 -2037.243             
3900    806.453                 -2031.108             
4000    812.786                 -2024.811             
4100    818.981                 -2018.353             
4200    825.043                 -2011.736             
4300    830.976                 -2004.963             
4400    836.788                 -1998.036             
4500    842.481                 -1990.959             
4600    848.062                 -1983.735             
4700    853.534                 -1976.370             
4800    858.902                 -1968.866             
4900    864.169                 -1961.228             
5000    869.338                 -1953.459             
5100    874.415                 -1945.565             
5200    879.401                 -1937.548             
5300    884.300                 -1929.414             
5400    889.115                 -1921.166             
5500    893.849                 -1912.809             
5600    898.504                 -1904.345             
5700    903.083                 -1895.780             
5800    907.589                 -1887.117             
5900    912.023                 -1878.359             
6000    916.388                 -1869.510             
