T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  209.591                 -48.593               
300     209.592                 -48.629               
350     209.966                 -49.603               
400     210.805                 -50.557               
450     211.903                 -51.498               
500     213.144                 -52.431               
600     215.818                 -54.290               
700     218.546                 -56.156               
800     221.220                 -58.038               
900     223.795                 -59.938               
1000    226.256                 -61.855               
1100    228.601                 -63.787               
1200    230.834                 -65.734               
1300    232.960                 -67.693               
1400    234.986                 -69.664               
1500    236.920                 -71.647               
1600    238.769                 -73.642               
1700    240.538                 -75.649               
1800    242.234                 -77.669               
1900    243.861                 -79.702               
2000    245.426                 -81.749               
2100    246.933                 -83.810               
2200    248.384                 -85.885               
2300    249.785                 -87.975               
2400    251.139                 -90.079               
2500    252.448                 -92.198               
2600    253.715                 -94.332               
2700    254.944                 -96.479               
2800    256.135                 -98.641               
2900    257.292                 -100.816              
3000    258.416                 -103.004              
3100    259.510                 -105.204              
3200    260.574                 -107.417              
3300    261.610                 -109.641              
3400    262.620                 -111.876              
3500    263.605                 -114.121              
3600    264.567                 -116.376              
3700    265.505                 -118.641              
3800    266.422                 -120.914              
3900    267.319                 -123.195              
4000    268.196                 -125.484              
4100    269.054                 -127.780              
4200    269.894                 -130.084              
4300    270.716                 -132.395              
4400    271.523                 -134.713              
4500    272.313                 -137.037              
4600    273.088                 -139.369              
4700    273.848                 -141.708              
4800    274.594                 -144.053              
4900    275.327                 -146.407              
5000    276.047                 -148.768              
5100    276.754                 -151.138              
5200    277.449                 -153.516              
5300    278.132                 -155.904              
5400    278.803                 -158.302              
5500    279.464                 -160.711              
5600    280.114                 -163.131              
5700    280.754                 -165.565              
5800    281.385                 -168.011              
5900    282.005                 -170.473              
6000    282.616                 -172.950              
