T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     243.530                 -2042.799             
200     154.766                 -2046.060             
298.15  143.114                 -2045.976             
300     143.116                 -2045.956             
400     148.588                 -2044.314             
500     159.293                 -2041.946             
600     171.680                 -2039.087             
700     184.453                 -2035.876             
800     197.083                 -2032.397             
900     209.342                 -2028.710             
1000    221.144                 -2024.820             
1100    232.461                 -2020.837             
1200    243.294                 -2016.807             
1300    253.661                 -2012.725             
1400    263.586                 -2008.590             
1500    273.096                 -2004.394             
1600    282.220                 -2000.138             
1700    290.982                 -1995.845             
1800    299.409                 -1991.558             
1900    307.522                 -1987.315             
2000    315.343                 -1983.130             
2100    322.891                 1979.005              
2200    330.185                 -1974.946             
2300    337.240                 -1970.962             
2400    344.072                 -1967.065             
2500    350.694                 -1963.269             
2600    357.119                 -1959.594             
2700    363.358                 -1956.062             
2800    369.422                 -1952.699             
