T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     493.090                 -6794.649             
200     301.776                 -6810.923             
298.15  274.889                 -6819.209             
300     274.895                 -6819.302             
400     288.552                 -6821.830             
500     316.267                 -6820.816             
600     349.157                 -6817.859             
700     383.614                 -6813.987             
800     418.033                 -6809.866             
900     451.675                 -6806.008             
1000    484.205                 -6866.308             
1100    515.491                 -6861.822             
1200    545.504                 -6857.067             
1300    574.273                 -6852.049             
1400    601.852                 -6846.783             
1500    628.309                 -6841.293             
1600    653.713                 -6835.652             
1700    678.131                 -6930.264             
1800    701.626                 -6923.960             
1900    724.261                 -6917.466             
2000    746.093                 -6910.783             
2100    767.174                 -6903.926             
2200    787.554                 -6896.898             
2300    807.277                 -6889.690             
2400    826.385                 -6882.287             
2500    844.916                 -6874.678             
2600    862.907                 -6866.849             
2700    880.388                 -6858.786             
2800    897.391                 -8613.882             
2900    913.943                 -8598.737             
3000    930.070                 -8583.318             
