T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  39.457                  -486.979              
300     39.459                  -486.877              
400     44.711                  -481.931              
500     54.628                  -477.790              
600     65.732                  -474.185              
700     76.867                  -471.014              
800     87.617                  -468.225              
900     97.842                  -465.790              
1000    107.513                 -463.691              
1100    116.645                 -461.913              
1200    125.271                 -460.447              
1300    133.429                 -459.287              
1400    141.157                 -458.429              
1500    148.494                 -457.870              
1600    155.471                 -501.217              
1700    162.121                 -500.048              
1800    168.469                 -498.967              
1900    174.541                 -497.972              
2000    180.358                 -497.060              
2100    185.940                 -496.228              
2200    191.304                 -495.476              
2300    196.467                 -494.802              
2400    201.442                 -494.204              
2500    206.242                 493.682               
2600    210.879                 -493.235              
2700    215.364                 -492.861              
2800    219.705                 -1365.432             
2900    223.911                 -1362.013             
3000    227.992                 -1358.617             
3100    231.953                 -1355.246             
3200    235.801                 -1351.905             
3300    239.543                 -1348.597             
3400    243.184                 -1345.327             
3500    246.730                 -1342.101             
3600    250.185                 -1338.923             
3700    253.553                 -1335.801             
3800    256.840                 -1332.738             
3900    260.048                 -1329.743             
4000    263.182                 -1326.820             
