T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     186.891                 -1424.127             
200     113.357                 -1427.002             
298.15  103.525                 -1427.162             
300     103.527                 -1427.150             
400     112.309                 -1416.532             
500     126.456                 -1414.020             
600     140.677                 -1411.187             
700     154.379                 -1408.212             
800     167.380                 -1405.169             
900     179.655                 -1402.101             
1000    191.236                 -1399.025             
1100    202.173                 -1395.953             
1200    212.523                 -1392.908             
1300    222.341                 -1389.898             
1400    231.677                 -1386.944             
1500    240.575                 -1384.045             
1600    249.076                 -1381.201             
1700    257.214                 -1378.439             
1800    265.022                 -1375.760             
1900    272.526                 1373.179              
2000    279.752                 -1370.723             
2100    286.721                 -1368.413             
2200    293.453                 -1412.030             
