T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  153.356                 -233.954              
300     153.356                 -233.986              
350     153.610                 -234.845              
400     154.172                 -235.721              
450     154.899                 -236.609              
500     155.711                 -237.506              
600     157.435                 -239.322              
700     159.164                 -241.158              
800     160.833                 -243.008              
900     162.420                 -244.868              
1000    163.922                 -246.736              
1100    165.340                 -248.612              
1200    166.679                 -250.492              
1300    167.945                 -252.379              
1400    169.145                 -254.270              
1500    170.284                 -256.165              
1600    171.367                 -258.065              
1700    172.400                 -259.969              
1800    173.385                 -261.878              
1900    174.328                 -263.792              
2000    175.231                 -265.710              
2100    176.097                 -267.635              
2200    176.930                 -269.565              
2300    177.732                 -271.502              
2400    178.504                 -273.446              
2500    179.249                 -275.399              
2600    179.969                 -277.360              
2700    180.666                 -279.330              
2800    181.339                 -281.309              
2900    181.993                 -283.298              
3000    182.626                 -285.297              
3100    183.241                 -287.306              
3200    183.838                 -289.324              
3300    184.419                 -291.351              
3400    184.985                 -293.386              
3500    185.535                 -295.429              
3600    186.071                 -297.478              
3700    186.594                 -299.533              
3800    187.105                 -301.593              
3900    187.603                 -303.655              
4000    188.089                 -305.720              
4100    188.565                 -307.785              
4200    189.030                 -309.850              
4300    189.485                 -311.913              
4400    189.930                 -313.973              
4500    190.365                 -316.028              
4600    190.792                 -318.077              
4700    191.211                 -320.120              
4800    191.621                 -322.155              
4900    192.023                 -324.181              
5000    192.418                 -326.198              
5100    192.805                 -328.204              
5200    193.185                 -330.198              
5300    193.559                 -332.181              
5400    193.926                 -334.151              
5500    194.286                 -336.108              
5600    194.641                 -338.051              
5700    194.989                 -339.981              
5800    195.332                 -341.896              
5900    195.669                 -343.796              
6000    196.001                 -345.682              
