T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     543.185                 129.277               
200     462.319                 127.214               
250     454.532                 125.971               
298.15  452.812                 124.683               
300     452.814                 124.631               
350     454.095                 123.061               
400     456.948                 89.467                
450     460.647                 85.458                
500     464.794                 1.186                 
600     473.610                 1.771                 
700     482.473                 2.301                 
800     491.045                 2.776                 
900     499.212                 3.196                 
1000    506.944                 3.555                 
1100    514.252                 3.843                 
1200    521.159                 4.045                 
1300    527.697                 4.142                 
1400    533.894                 4.110                 
1500    539.779                 3.925                 
1600    545.379                 3.560                 
1700    550.717                 2.992                 
1800    555.815                 2.200                 
1900    560.693                 1.169                 
2000    565.367                 -0.111                
2100    569.853                 -1.643                
2200    574.166                 -3.424                
2300    578.318                 -5.445                
2400    582.320                 -7.697                
2500    586.182                 -10.167               
2600    589.914                 -12.851               
2700    593.525                 -15.763               
2800    597.022                 -18.940               
2900    600.411                 -58.325               
3000    603.700                 -60.170               
3100    606.895                 -61.931               
3200    610.000                 -63.591               
3300    613.022                 -65.136               
3400    615.964                 -66.552               
3500    618.830                 -67.830               
3600    621.626                 -68.963               
3700    624.354                 -69.943               
3800    627.017                 -70.767               
3900    629.620                 -71.431               
4000    632.165                 -71.935               
4100    634.654                 -72.279               
4200    637.091                 -72.462               
4300    639.477                 -72.486               
4400    641.816                 -72.354               
4500    644.108                 -72.068               
4600    646.356                 -71.632               
4700    648.562                 -71.048               
4800    650.727                 -70.323               
4900    652.854                 -69.458               
5000    654.943                 -659.845              
5100    656.996                 -660.396              
5200    659.014                 -660.969              
5300    661.000                 -661.566              
5400    662.953                 -662.190              
5500    664.874                 -662.843              
5600    666.766                 -663.529              
5700    668.629                 -664.248              
5800    670.464                 -665.003              
5900    672.272                 -665.794              
6000    674.053                 -666.625              
