T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     38.346                  -87.367               
200     22.326                  -89.275               
298.15  20.037                  -90.625               
300     20.038                  -90.646               
400     21.223                  -91.546               
500     23.676                  -95.160               
600     26.671                  -95.251               
700     29.915                  -94.731               
800     33.276                  -93.644               
900     36.686                  -92.024               
1000    40.111                  89.876                
1100    43.531                  -87.207               
1200    46.938                  -84.020               
1300    50.325                  -80.319               
1400    53.690                  -76.103               
1500    57.031                  -71.369               
