T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  73.849                  -727.128              
300     73.850                  -727.116              
400     76.807                  -726.147              
500     82.625                  -724.793              
600     89.358                  -723.229              
700     96.297                  -721.468              
800     103.169                 -719.481              
900     109.864                 -717.229              
1000    116.347                 -714.679              
1100    122.612                 -711.806              
1200    128.667                 -708.592              
1300    134.527                 -705.025              
1400    140.205                 -701.096              
1500    145.718                 -696.797              
