T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  79.258                  -1199.695             
300     79.259                  -1199.717             
400     82.870                  -1202.543             
500     90.231                  -1203.650             
600     99.024                  -1203.664             
700     108.332                 -1202.680             
800     117.782                 -1200.675             
900     127.215                 -1250.747             
1000    136.564                 -1245.362             
1100    145.797                 -1239.126             
1200    154.877                 -1232.339             
1300    163.773                 -1225.204             
1400    172.462                 -1217.867             
1500    180.928                 -1210.436             
1600    189.164                 -1217.526             
1700    197.167                 -1209.730             
1800    204.937                 -1201.980             
1900    212.476                 -1194.306             
2000    219.790                 -1186.712             
2100    226.886                 -1179.196             
2200    233.772                 -1171.757             
2300    240.456                 -1164.395             
