T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  184.256                 -1499.291             
300     184.259                 -1499.299             
400     189.130                 -1504.082             
500     198.852                 -1502.956             
600     210.282                 -1500.837             
700     222.209                 -1498.008             
800     234.216                 -1493.485             
900     246.060                 -1489.129             
1000    257.538                 -1484.968             
1100    268.568                 -1638.934             
1200    279.124                 -1633.122             
1300    289.211                 1627.403              
1400    298.846                 -1621.773             
1500    308.055                 -1616.227             
1600    316.862                 -1610.764             
1700    325.295                 -1655.560             
1800    333.379                 -1650.032             
1900    341.139                 -1644.548             
2000    348.596                 -1639.109             
2100    355.772                 -1633.718             
2200    362.685                 -1628.380             
2300    369.352                 -1623.098             
2400    375.790                 -1617.876             
2500    382.013                 -1612.720             
2600    388.034                 -1607.634             
2700    393.865                 -1602.623             
2800    399.518                 -1597.692             
2900    405.002                 -1592.847             
3000    410.328                 -1588.095             
