T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     251.908                 -50.768               
200     227.801                 -51.560               
250     225.484                 -51.890               
298.15  224.968                 -52.250               
300     224.969                 -52.264               
350     225.357                 -53.390               
400     226.231                 -53.875               
450     227.374                 -54.344               
500     228.666                 -54.799               
600     231.443                 -55.680               
700     234.270                 -56.531               
800     237.032                 -57.363               
900     239.684                 -58.181               
1000    242.213                 -58.990               
1100    244.617                 -59.790               
1200    246.902                 -124.156              
1300    249.074                 -124.168              
1400    251.141                 -124.177              
1500    253.112                 -124.183              
1600    254.993                 -124.183              
1700    256.793                 -124.177              
1800    258.518                 -124.162              
1900    260.173                 -124.136              
2000    261.764                 -124.098              
2100    263.296                 -124.045              
2200    264.772                 -123.977              
2300    266.198                 -123.890              
2400    267.575                 -123.784              
2500    268.909                 -123.656              
2600    270.201                 -123.506              
2700    271.454                 -123.333              
2800    272.670                 -123.134              
2900    273.852                 -122.910              
3000    275.001                 -122.659              
3100    276.120                 -122.381              
3200    277.210                 -122.076              
3300    278.272                 -121.743              
3400    279.309                 -121.383              
3500    280.320                 -120.995              
3600    281.308                 -120.579              
3700    282.274                 -120.136              
3800    283.218                 -119.666              
3900    284.142                 -119.169              
4000    285.047                 -118.645              
4100    285.932                 -118.095              
4200    286.800                 -117.519              
4300    287.651                 -116.917              
4400    288.485                 -116.290              
4500    289.304                 -115.637              
4600    290.107                 -114.959              
4700    290.896                 -114.256              
4800    291.670                 -113.529              
4900    292.431                 -112.777              
5000    293.179                 -112.000              
5100    293.915                 -111.199              
5200    294.638                 -110.374              
5300    295.350                 -109.523              
5400    296.051                 -108.649              
5500    296.740                 -107.750              
5600    297.419                 -106.826              
5700    298.088                 -105.877              
5800    298.747                 -104.904              
5900    299.397                 -103.905              
6000    300.037                 -102.881              
