T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     230.367                 138.738               
200     204.473                 138.793               
250     202.021                 138.682               
298.15  201.484                 138.490               
300     201.484                 138.482               
350     201.879                 138.204               
400     202.753                 135.650               
450     203.880                 134.596               
500     205.139                 133.464               
600     207.808                 131.635               
700     210.492                 130.075               
800     213.097                 128.685               
900     215.591                 74.278                
1000    217.966                 74.294                
1100    220.225                 74.311                
1200    222.373                 74.324                
1300    224.418                 74.329                
1400    226.367                 74.324                
1500    228.228                 74.307                
1600    230.008                 74.276                
1700    231.712                 74.231                
1800    233.347                 74.173                
1900    234.918                 74.102                
2000    236.429                 74.018                
2100    237.885                 73.922                
2200    239.289                 73.815                
2300    240.645                 73.697                
2400    241.956                 73.570                
2500    243.225                 73.433                
2600    244.454                 73.287                
2700    245.646                 73.135                
2800    246.803                 72.974                
2900    247.927                 72.807                
3000    249.020                 72.633                
3100    250.083                 72.453                
3200    251.119                 72.267                
3300    252.128                 72.074                
3400    253.111                 71.876                
3500    254.071                 71.672                
3600    255.008                 71.462                
3700    255.923                 71.246                
3800    256.817                 71.023                
3900    257.692                 70.794                
4000    258.548                 70.559                
4100    259.385                 70.316                
4200    260.205                 70.067                
4300    261.009                 69.811                
4400    261.797                 69.547                
4500    262.569                 69.276                
4600    263.327                 68.998                
4700    264.070                 68.712                
4800    264.800                 68.419                
4900    265.517                 68.118                
5000    266.221                 67.810                
5100    266.913                 67.495                
5200    267.593                 67.172                
5300    268.261                 66.843                
5400    268.919                 66.508                
5500    269.566                 66.166                
5600    270.203                 65.819                
5700    270.830                 65.466                
5800    271.448                 65.109                
5900    272.056                 64.747                
6000    272.655                 64.382                
