T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  111.681                 -1634.323             
300     111.683                 -1634.315             
400     115.443                 -1633.755             
500     124.124                 -1630.939             
600     135.247                 -1625.501             
700     146.995                 1620.246              
800     158.655                 -1615.154             
900     169.938                 -1610.219             
1000    180.734                 -1605.424             
1100    191.015                 -1600.757             
1200    200.789                 -1596.211             
1300    210.080                 -1591.783             
1400    218.918                 -1587.468             
1500    227.335                 -1583.263             
1600    235.363                 -1593.702             
1700    243.032                 -1734.546             
1800    250.368                 -1729.437             
1900    257.397                 -1724.368             
2000    264.142                 -1719.337             
