T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  50.626                  -1666.487             
300     50.628                  -1666.507             
400     54.070                  -1666.867             
500     61.079                  -1666.266             
600     69.400                  -1665.192             
700     78.109                  -1663.938             
800     86.795                  -1662.689             
900     95.273                  -1661.571             
1000    103.460                 -1681.850             
1100    111.329                 -1680.516             
1200    118.875                 -1679.063             
1300    126.108                 -1677.500             
1400    133.042                 -1675.837             
1500    139.696                 -1674.084             
1600    146.085                 -1672.253             
1700    152.228                 -1670.355             
1800    158.141                 -1668.402             
1900    163.838                 -1666.402             
2000    169.335                 -1664.362             
2100    174.643                 -1662.283             
2200    179.774                 -1660.165             
2300    184.741                 -1658.008             
2400    189.552                 -1655.810             
2500    194.219                 -1653.570             
2600    198.748                 -1651.285             
2700    203.149                 -1648.952             
2800    207.428                 -2234.367             
2900    211.594                 -2229.729             
3000    215.651                 -2225.023             
