T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
200     235.188                 -809.575              
298.15  221.925                 804.165               
300     221.928                 -804.069              
400     227.637                 -799.049              
500     238.447                 -794.269              
600     250.589                 -789.606              
700     262.801                 -784.994              
800     274.628                 -780.383              
900     285.912                 -775.789              
1000    296.617                 -771.267              
