T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  95.379                  -1422.760             
300     95.381                  -1422.711             
400     99.208                  -1420.286             
500     106.444                 -1418.178             
600     114.556                 -1416.311             
700     122.701                 -1414.655             
800     130.571                 -1413.214             
900     138.066                 -1411.923             
1000    145.172                 -1421.346             
1100    151.904                 -1419.964             
1200    158.286                 -1418.518             
1300    164.348                 -1417.005             
1400    170.114                 -1415.425             
1500    175.612                 -1413.777             
1600    180.864                 -1412.061             
1700    185.891                 -1410.275             
1800    190.712                 -1408.415             
1900    195.349                 -1405.674             
2000    199.847                 -1402.119             
2100    204.216                 -1398.573             
2200    208.459                 -1395.030             
2300    212.582                 -1391.485             
2400    216.588                 -1387.933             
2500    220.483                 -1384.368             
2600    224.272                 1380.785              
2700    227.959                 -1377.177             
2800    231.549                 -1667.443             
2900    235.045                 -1662.679             
3000    238.453                 -1657.878             
3100    241.776                 -1653.038             
3200    245.018                 -1648.155             
3300    248.182                 -1643.228             
3400    251.272                 -1638.253             
3500    254.291                 -1633.231             
3600    257.242                 -1628.159             
3700    260.128                 -1623.038             
3800    262.951                 -1617.867             
3900    265.714                 -1612.647             
4000    268.419                 -1607.378             
