T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  207.097                 -220.784              
300     207.101                 -220.746              
400     214.322                 -229.136              
500     227.957                 233.041               
600     243.226                 -235.916              
700     258.536                 -238.077              
800     273.317                 -239.831              
900     287.377                 -400.722              
1000    300.675                 -398.411              
1100    313.231                 -396.146              
1200    325.091                 -648.216              
1300    336.308                 -642.946              
1400    346.936                 -637.741              
1500    357.023                 -632.598              
1600    366.617                 -627.515              
1700    375.760                 -622.487              
1800    384.489                 -617.512              
1900    392.838                 -612.586              
2000    400.836                 -607.706              
2100    408.511                 -602.867              
2200    415.887                 -598.067              
2300    422.986                 -593.303              
2400    429.827                 -588.572              
2500    436.427                 -583.872              
2600    442.803                 -579.201              
2700    448.969                 -574.554              
2800    454.938                 -569.931              
2900    460.722                 -565.330              
3000    466.333                 -560.752              
