T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     298.282                 -692.682              
200     264.002                 -695.041              
250     260.470                 -696.106              
298.15  259.657                 -697.054              
300     259.658                 -697.089              
350     260.300                 -697.980              
400     261.787                 -698.773              
450     263.791                 -699.472              
500     266.121                 -700.081              
600     271.322                 -701.065              
700     276.845                 -701.781              
800     282.435                 -702.282              
900     287.965                 -702.610              
1000    293.371                 -702.801              
1100    298.622                 -702.885              
1200    303.704                 -702.886              
1300    308.613                 -702.826              
1400    313.352                 -702.721              
1500    317.924                 -702.584              
1600    322.337                 -702.426              
1700    326.597                 -702.253              
1800    330.713                 -702.073              
1900    334.693                 -701.887              
2000    338.542                 -701.696              
2100    342.269                 -701.502              
2200    345.879                 -701.302              
2300    349.380                 -701.093              
2400    352.777                 -700.874              
2500    356.076                 -700.640              
2600    359.282                 -700.389              
2700    362.399                 -700.116              
2800    365.432                 -699.818              
2900    368.385                 -699.493              
3000    371.262                 -699.138              
3100    374.067                 -698.750              
3200    376.803                 -698.327              
3300    379.474                 -697.868              
3400    382.081                 -697.371              
3500    384.629                 -696.835              
3600    387.119                 -696.261              
3700    389.555                 -695.647              
3800    391.938                 -694.994              
3900    394.270                 -694.302              
4000    396.554                 -693.572              
4100    398.792                 -692.803              
4200    400.985                 -691.998              
4300    403.135                 -691.156              
4400    405.244                 -690.279              
4500    407.313                 -689.368              
4600    409.343                 -688.424              
4700    411.337                 -687.448              
4800    413.295                 -686.441              
4900    415.219                 -685.405              
5000    417.109                 -684.340              
5100    418.967                 -683.247              
5200    420.794                 -682.127              
5300    422.591                 -680.983              
5400    424.359                 -679.813              
5500    426.099                 -678.620              
5600    427.812                 -677.405              
5700    429.498                 -676.167              
5800    431.158                 -674.908              
5900    432.793                 -673.629              
6000    434.404                 -672.330              
