T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     291.717                 343.432               
200     260.663                 342.830               
250     257.797                 342.297               
298.15  257.183                 341.637               
300     257.184                 341.608               
350     257.619                 340.761               
400     258.558                 339.754               
450     259.735                 338.579               
500     261.012                 337.240               
600     263.615                 334.100               
700     266.109                 330.390               
800     268.428                 324.450               
900     270.567                 319.766               
1000    272.539                 314.435               
1100    274.361                 308.456               
1200    276.050                 286.371               
1300    277.621                 281.582               
1400    279.089                 276.774               
1500    280.466                 271.950               
1600    281.761                 267.114               
1700    282.983                 262.268               
1800    284.139                 -39.934               
1900    285.237                 -41.969               
2000    286.281                 -44.021               
2100    287.276                 -46.093               
2200    288.227                 -48.191               
2300    289.137                 -50.323               
2400    290.009                 -52.496               
2500    290.847                 -54.721               
2600    291.653                 -57.009               
2700    292.430                 -59.371               
2800    293.178                 -61.823               
2900    293.902                 -64.379               
3000    294.601                 -67.053               
3100    295.278                 -69.861               
3200    295.934                 -72.820               
3300    296.570                 -75.944               
3400    297.188                 -79.250               
3500    297.788                 -82.752               
3600    298.371                 -86.464               
3700    298.940                 -90.399               
3800    299.493                 -94.569               
3900    300.033                 -98.985               
4000    300.559                 -103.654              
4100    301.073                 -108.585              
4200    301.575                 -113.783              
4300    302.066                 -119.252              
4400    302.546                 -124.987              
4500    303.016                 -130.965              
4600    303.476                 -137.225              
4700    303.926                 -143.757              
4800    304.368                 -150.548              
4900    304.802                 -157.590              
5000    305.227                 -164.874              
5100    305.645                 -172.393              
5200    306.055                 -180.128              
5300    306.458                 -188.082              
5400    306.855                 -196.236              
5500    307.244                 -204.578              
5600    307.628                 -213.076              
5700    308.005                 -221.751              
5800    308.377                 -230.574              
5900    308.743                 -239.532              
6000    309.104                 -248.611              
