T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     163.515                 -511.480              
200     102.600                 -513.202              
298.15  94.801                  -513.209              
300     94.803                  -513.203              
400     98.416                  -518.042              
500     105.495                 -517.218              
600     113.687                 -515.792              
700     122.127                 -513.908              
800     130.604                 -505.952              
900     139.473                 -503.773              
1000    147.833                 -501.650              
1100    155.707                 -499.616              
1200    163.130                 -691.226              
1300    170.141                 -687.607              
1400    176.775                 -684.018              
1500    183.065                 -680.457              
1600    189.043                 -676.922              
1700    194.736                 -673.412              
1800    200.168                 -669.926              
1900    205.360                 -666.465              
2000    210.332                 -663.028              
2100    215.101                 -659.616              
2200    219.682                 -656.229              
2300    224.090                 -652.869              
2400    228.336                 -649.537              
2500    232.432                 -646.233              
