T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  53.555                  -1662.303             
300     53.557                  -1662.325             
400     56.972                  -1662.755             
500     63.926                  -1662.235             
600     72.183                  -1661.249             
700     80.824                  -1660.087             
800     89.443                  -1658.933             
900     97.855                  -1657.912             
1000    105.979                 -1678.290             
1100    113.786                 -1677.056             
1200    121.274                 -1675.705             
1300    128.451                 -1674.245             
1400    135.331                 -1672.687             
1500    141.933                 -1671.039             
1600    148.272                 -1669.314             
1700    154.368                 -1667.524             
1800    160.235                 -1665.678             
1900    165.888                 -1663.787             
2000    171.342                 -1661.856             
2100    176.608                 -1659.886             
2200    181.700                 -1657.878             
2300    186.628                 -1655.832             
2400    191.402                 -1653.746             
2500    196.032                 -1651.617             
2600    200.526                 -1649.445             
2700    204.893                 -1647.225             
2800    209.139                 -2232.754             
2900    213.272                 -2228.230             
3000    217.298                 -2223.639             
