T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  71.403                  2.270                 
300     71.404                  2.276                 
350     71.799                  0.                    
400     72.669                  0.                    
450     73.784                  0.                    
500     75.023                  0.                    
600     77.623                  0.                    
700     80.203                  0.                    
800     82.672                  0.                    
900     85.007                  0.                    
1000    87.209                  0.                    
1100    89.287                  78.951                
1200    91.254                  -77.884               
1300    93.123                  -76.729               
1400    94.906                  -75.482               
1500    96.611                  -74.143               
