T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  100.416                 -3104.361             
300     100.419                 -3104.398             
400     106.360                 -3105.734             
500     118.669                 -3105.754             
600     133.639                 -3104.501             
700     149.733                 -3102.009             
800     166.227                 -3098.420             
900     182.733                 -3094.025             
1000    199.021                 -3089.170             
1100    214.951                 -3084.132             
1200    230.442                 -3079.092             
1300    245.450                 -3074.156             
1400    259.961                 -3069.382             
1500    273.977                 -3064.796             
1600    287.512                 -3104.023             
1700    300.582                 -3098.644             
1800    313.210                 -3093.254             
1900    325.419                 -3087.848             
2000    337.232                 -3082.437             
2100    348.672                 -3077.013             
2200    359.759                 -3071.583             
2300    370.514                 -3066.155             
2400    380.956                 -3161.256             
2500    391.101                 -3156.012             
2600    400.966                 -3150.710             
2700    410.567                 -3145.352             
2800    419.917                 -4012.804             
2900    429.030                 -4004.125             
3000    437.918                 -3995.326             
