T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     96.353                  -1269.425             
200     59.093                  -1271.165             
298.15  53.953                  -1271.936             
300     53.954                  -1271.944             
400     56.614                  -1272.047             
500     62.105                  -1271.710             
600     68.744                  -1271.024             
700     75.825                  -1270.036             
800     86.328                  -1243.112             
900     97.144                  -1240.014             
1000    107.241                 -1237.160             
1100    116.683                 -1234.514             
1200    125.535                 -1232.044             
1300    133.858                 -1229.732             
1400    141.706                 -1227.561             
1500    149.125                 -1225.521             
1600    156.157                 -1223.604             
1700    162.840                 -1221.804             
1800    169.204                 -1220.116             
1900    175.277                 -1218.538             
2000    181.085                 -1217.066             
2100    186.649                 -1215.699             
2200    191.987                 -1214.435             
2300    197.118                 -1213.272             
2400    202.056                 -1312.728             
2500    206.816                 -1311.920             
2600    211.409                 -1311.144             
2700    215.846                 -1310.400             
2800    220.139                 -1309.686             
2900    224.294                 -1309.002             
3000    228.322                 -1308.347             
