T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  100.784                 -1180.143             
300     100.786                 -1180.166             
400     104.396                 -1182.991             
500     111.757                 -1184.098             
600     120.550                 -1184.113             
700     129.859                 -1183.128             
800     139.309                 -1181.123             
900     148.742                 -1231.195             
1000    158.091                 -1225.810             
1100    167.324                 -1219.574             
1200    176.404                 -1212.787             
1300    185.300                 -1205.652             
1400    193.988                 -1198.316             
1500    202.455                 -1190.884             
1600    210.691                 -1197.974             
1700    218.694                 -1190.178             
1800    226.464                 -1182.428             
1900    234.003                 -1174.754             
2000    241.317                 -1167.160             
2100    248.413                 -1159.644             
2200    255.298                 -1152.206             
2300    261.982                 -1144.843             
