T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  149.662                 -103.931              
300     149.663                 -103.923              
400     152.923                 -119.681              
500     159.120                 -161.966              
600     166.110                 -159.752              
700     173.171                 -157.483              
800     180.037                 -155.149              
900     186.616                 -152.747              
1000    192.884                 -150.278              
1100    198.844                 -147.748              
1200    204.515                 -145.166              
1300    209.915                 -142.546              
1400    215.068                 -139.900              
1500    219.993                 -137.246              
