T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     385.805                 -860.336              
200     327.017                 -861.750              
250     321.238                 -862.234              
298.15  319.955                 -862.741              
300     319.956                 -862.763              
350     320.917                 -868.174              
400     323.066                 -868.972              
450     325.858                 -869.727              
500     328.993                 -870.451              
600     335.675                 -871.833              
700     342.408                 -873.165              
800     348.931                 -874.492              
900     355.153                 -875.857              
1000    361.050                 -877.307              
1100    366.628                 -1036.789             
1200    371.904                 -1036.411             
1300    376.900                 -1036.052             
1400    381.639                 -1035.710             
1500    386.140                 -1035.386             
1600    390.425                 -1035.080             
1700    394.511                 -1034.792             
1800    398.415                 -1034.522             
1900    402.150                 -1034.271             
2000    405.730                 -1034.037             
2100    409.168                 -1033.823             
2200    412.472                 -1033.629             
2300    415.653                 -1033.455             
2400    418.720                 -1033.302             
2500    421.680                 -1033.173             
2600    424.540                 -1033.068             
2700    427.307                 -1032.991             
2800    429.986                 -1032.945             
2900    432.582                 -1032.932             
3000    435.101                 -1032.957             
3100    437.547                 -1033.026             
3200    439.924                 -1033.143             
3300    442.235                 -1033.296             
3400    444.485                 -1033.521             
3500    446.675                 -1033.807             
3600    448.810                 -1034.172             
3700    450.892                 -1034.618             
3800    452.924                 -1035.156             
3900    454.907                 -1035.794             
4000    456.845                 -1036.528             
4100    458.739                 -1037.383             
4200    460.591                 -1038.374             
4300    462.402                 -1039.503             
4400    464.176                 -1040.227             
4500    465.912                 -1041.525             
4600    467.613                 -1042.967             
4700    469.281                 -1044.518             
4800    470.915                 -1046.002             
4900    472.519                 -1047.849             
5000    474.092                 -1049.853             
5100    475.636                 -1052.016             
5200    477.151                 -1054.342             
5300    478.640                 -1056.832             
5400    480.103                 -1059.486             
5500    481.541                 -1062.304             
5600    482.954                 -1065.285             
5700    484.344                 -1067.737             
5800    485.711                 -1070.950             
5900    487.055                 -1074.311             
6000    488.379                 -1077.815             
