T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     183.544                 -975.390              
200     118.947                 -978.636              
298.15  110.541                 -980.144              
300     110.543                 -980.158              
400     114.647                 -982.499              
500     122.933                 -982.857              
600     133.755                 -976.948              
700     145.301                 -983.260              
800     156.442                 -982.369              
900     167.053                 -1034.546             
1000    177.110                 -1032.317             
1100    188.228                 -1009.533             
1200    198.812                 -1122.238             
1300    208.699                 -1118.867             
1400    217.972                 -1115.572             
1500    226.701                 -1112.348             
1600    234.944                 -1109.190             
1700    242.751                 -1106.097             
1800    250.166                 -1103.065             
1900    257.225                 -1100.093             
2000    263.960                 -1097.180             
