T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     417.381                 -469.320              
200     356.196                 -471.959              
250     350.262                 -473.526              
298.15  348.949                 -486.348              
300     348.950                 -486.444              
350     349.929                 -517.971              
400     352.113                 -524.079              
450     354.945                 -524.965              
500     358.121                 -525.797              
600     364.879                 -527.326              
700     371.675                 -528.721              
800     378.252                 -530.027              
900     384.519                 -531.290              
1000    390.455                 -532.555              
1100    396.066                 -533.866              
1200    401.370                 -728.786              
1300    406.391                 -728.447              
1400    411.151                 -728.114              
1500    415.672                 -727.790              
1600    419.974                 -727.473              
1700    424.076                 -727.168              
1800    427.993                 -726.875              
1900    431.741                 -726.596              
2000    435.332                 -726.335              
2100    438.780                 -726.093              
2200    442.094                 -725.873              
2300    445.284                 -725.679              
2400    448.359                 -725.511              
2500    451.326                 -725.372              
2600    454.193                 -725.265              
2700    456.967                 -725.190              
2800    459.651                 -725.150              
2900    462.254                 -725.145              
3000    464.778                 -725.176              
3100    467.229                 -725.246              
3200    469.610                 -725.353              
3300    471.926                 -725.499              
3400    474.179                 -725.685              
3500    476.374                 -725.912              
3600    478.513                 -726.182              
3700    480.598                 -726.495              
3800    482.633                 -726.855              
3900    484.620                 -727.262              
4000    486.561                 -727.719              
4100    488.457                 -728.229              
4200    490.312                 -728.791              
4300    492.126                 -729.417              
4400    493.902                 -730.022              
4500    495.641                 -730.734              
4600    497.344                 -731.527              
4700    499.014                 -732.391              
4800    500.651                 -733.329              
4900    502.256                 -734.347              
5000    503.831                 -735.434              
5100    505.377                 -736.621              
5200    506.895                 -737.902              
5300    508.385                 -739.282              
5400    509.850                 -740.764              
5500    511.289                 -742.356              
5600    512.704                 -744.060              
5700    514.095                 -745.882              
5800    515.463                 -747.827              
5900    516.809                 -749.899              
6000    518.134                 -751.786              
