T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     251.180                 106.603               
200     226.691                 106.738               
250     224.325                 106.410               
298.15  223.799                 105.960               
300     223.799                 105.941               
350     224.197                 105.380               
400     225.090                 102.543               
450     226.257                 101.206               
500     227.575                 99.789                
600     230.404                 97.364                
700     233.277                 95.162                
800     236.080                 93.074                
900     238.767                 37.916                
1000    241.326                 37.131                
1100    243.755                 36.302                
1200    246.061                 35.428                
1300    248.251                 34.507                
1400    250.332                 33.538                
1500    252.315                 32.519                
1600    254.205                 31.451                
1700    256.011                 -19.845               
1800    257.739                 -20.783               
1900    259.395                 -21.730               
2000    260.985                 -22.684               
2100    262.513                 -23.645               
2200    263.984                 -24.612               
2300    265.401                 -25.584               
2400    266.769                 -26.561               
2500    268.091                 -27.543               
2600    269.369                 -28.528               
2700    270.607                 -29.516               
2800    271.806                 -30.505               
2900    272.970                 -31.496               
3000    274.100                 -32.489               
3100    275.197                 -33.481               
3200    276.265                 -34.472               
3300    277.304                 -35.462               
3400    278.316                 -36.451               
3500    279.303                 -37.436               
3600    280.265                 -422.570              
3700    281.204                 -423.134              
3800    282.121                 -423.694              
3900    283.017                 -424.250              
4000    283.893                 -424.800              
4100    284.750                 -425.342              
4200    285.589                 -425.876              
4300    286.410                 -426.399              
4400    287.215                 -426.912              
4500    288.004                 -427.411              
4600    288.778                 -427.897              
4700    289.538                 -428.367              
4800    290.283                 -428.821              
4900    291.016                 -429.256              
5000    291.735                 -429.672              
5100    292.443                 -430.067              
5200    293.139                 -430.440              
5300    293.823                 -430.791              
5400    294.497                 -431.116              
5500    295.160                 -431.416              
5600    295.814                 -431.689              
5700    296.458                 -431.935              
5800    297.092                 -432.152              
5900    297.718                 -432.340              
6000    298.336                 -432.496              
