T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  103.508                 -788.915              
300     103.509                 -788.906              
400     106.499                 -788.028              
500     112.421                 -786.570              
600     119.332                 -784.764              
700     126.490                 -782.775              
800     133.579                 -780.701              
900     140.459                 -778.588              
1000    147.076                 -776.437              
1100    153.545                 -771.300              
1200    159.936                 -766.268              
1300    166.190                 -761.333              
1400    172.275                 -756.490              
1500    178.176                 -751.735              
1600    183.890                 -747.066              
1700    189.416                 -742.481              
1800    194.759                 737.980               
1900    199.926                 -733.562              
2000    204.922                 -729.227              
2100    209.757                 -724.975              
2200    214.438                 -720.807              
2300    218.972                 -716.722              
2400    223.367                 -712.720              
2500    227.630                 -708.802              
2600    231.769                 -704.962              
2700    235.788                 -701.227              
2800    239.695                 -697.633              
2900    243.494                 -694.216              
3000    247.192                 -691.004              
