T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     159.795                 -823.186              
200     96.132                  -825.542              
298.15  87.400                  -825.503              
300     87.402                  -825.485              
400     91.691                  -823.947              
500     100.284                 -821.626              
600     110.415                 -818.882              
700     121.020                 -815.870              
800     131.653                 -812.705              
900     142.124                 -809.634              
1000    152.360                 -807.695              
1100    162.150                 -809.682              
1200    171.388                 -811.071              
1300    180.112                 -809.145              
1400    188.372                 -807.358              
1500    196.212                 -805.706              
1600    203.671                 -804.180              
1700    210.785                 -804.681              
1800    217.583                 -804.094              
1900    224.092                 -831.859              
2000    230.335                 -832.056              
2100    236.334                 -832.235              
2200    242.105                 -832.403              
2300    247.667                 -832.566              
2400    253.034                 -832.731              
2500    258.219                 -832.905              
