T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  157.318                 -927.593              
300     157.321                 -927.600              
400     163.137                 -929.372              
500     174.761                 -929.081              
600     188.423                 -927.541              
700     202.662                 -925.177              
800     216.843                 -922.273              
900     230.685                 -972.111              
1000    244.067                 -967.283              
1100    256.951                 -962.253              
1200    269.334                 -957.056              
1300    281.235                 -951.765              
1400    292.680                 -972.716              
1500    303.696                 -967.089              
