T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  138.542                 1366.717              
300     138.543                 1366.773              
350     138.796                 1368.224              
400     139.358                 1369.567              
450     140.085                 1370.818              
500     140.898                 1371.994              
600     142.622                 1374.170              
700     144.350                 1376.172              
800     146.019                 1378.046              
900     147.607                 1379.822              
1000    149.108                 1381.517              
1100    150.526                 1383.144              
1200    151.865                 1384.712              
1300    153.131                 1386.228              
1400    154.331                 1387.695              
1500    155.470                 1389.118              
1600    156.553                 1390.499              
1700    157.586                 1391.840              
1800    158.571                 1393.143              
1900    159.514                 1394.408              
2000    160.417                 1395.638              
2100    161.284                 1396.833              
2200    162.117                 1397.993              
2300    162.918                 1399.119              
2400    163.690                 1349.953              
2500    164.436                 1350.935              
2600    165.156                 1351.917              
2700    165.852                 1352.900              
2800    166.526                 1353.882              
2900    167.179                 1354.864              
3000    167.812                 1355.846              
3100    168.427                 1356.829              
3200    169.025                 1357.811              
3300    169.606                 1358.793              
3400    170.171                 1359.776              
3500    170.721                 1360.758              
3600    171.258                 1361.741              
3700    171.781                 1362.724              
3800    172.291                 1363.707              
3900    172.789                 1364.690              
4000    173.276                 1365.674              
4100    173.751                 1366.659              
4200    174.216                 887.795               
4300    174.671                 889.868               
4400    175.116                 891.940               
4500    175.552                 894.012               
4600    175.979                 896.083               
4700    176.398                 898.153               
4800    176.808                 900.223               
4900    177.211                 902.292               
5000    177.606                 904.360               
5100    177.993                 906.428               
5200    178.374                 908.495               
5300    178.748                 910.562               
5400    179.115                 912.629               
5500    179.477                 914.696               
5600    179.832                 916.764               
5700    180.181                 918.831               
5800    180.525                 920.900               
5900    180.864                 922.970               
6000    181.197                 925.040               
