T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  280.604                 -572.877              
300     280.608                 -572.763              
400     287.993                 -566.808              
500     301.938                 -561.208              
600     317.554                 -555.834              
700     333.212                 -550.623              
800     348.329                 -545.539              
900     362.708                 -540.561              
1000    376.308                 -535.676              
1100    389.150                 -530.878              
1200    401.280                 -526.160              
1300    412.752                 -521.518              
1400    423.621                 -516.952              
1500    433.938                 -512.460              
