T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     252.347                 561.451               
200     222.304                 563.615               
250     219.313                 564.354               
298.15  218.643                 564.840               
300     218.643                 564.854               
350     219.152                 565.139               
400     220.300                 565.246               
450     221.808                 565.202               
500     223.519                 565.032               
600     227.227                 564.390               
700     231.044                 563.449               
800     234.818                 562.291               
900     238.486                 560.965               
1000    242.021                 559.501               
1100    245.416                 557.914               
1200    248.672                 556.212               
1300    251.792                 554.401               
1400    254.783                 552.481               
1500    257.652                 550.455               
1600    260.408                 533.786               
1700    263.056                 531.947               
1800    265.605                 530.068               
1900    268.060                 528.151               
2000    270.427                 526.194               
2100    272.712                 524.197               
2200    274.919                 522.161               
2300    277.055                 520.086               
2400    279.122                 517.971               
2500    281.126                 515.815               
2600    283.069                 513.620               
2700    284.955                 511.385               
2800    286.787                 218.152               
2900    288.568                 216.899               
3000    290.301                 215.622               
3100    291.988                 214.320               
3200    293.632                 212.991               
3300    295.234                 211.634               
3400    296.796                 210.246               
3500    298.322                 208.827               
3600    299.811                 207.373               
3700    301.266                 205.884               
3800    302.688                 204.356               
3900    304.079                 202.788               
4000    305.440                 201.177               
4100    306.773                 199.522               
4200    308.078                 197.819               
4300    309.356                 196.068               
4400    310.609                 194.265               
4500    311.837                 192.409               
4600    313.042                 190.498               
4700    314.225                 188.530               
4800    315.385                 186.503               
4900    316.525                 184.416               
5000    317.644                 182.267               
5100    318.744                 180.054               
5200    319.825                 177.777               
5300    320.887                 175.435               
5400    321.932                 173.026               
5500    322.959                 170.550               
5600    323.971                 168.007               
5700    324.966                 165.395               
5800    325.945                 162.716               
5900    326.910                 159.968               
6000    327.860                 157.151               
