T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     218.534                 -240.083              
200     191.896                 -240.900              
298.15  188.834                 -241.826              
300     188.835                 -241.844              
400     190.159                 -242.846              
500     192.685                 -243.826              
600     195.550                 -244.758              
700     198.465                 -245.632              
800     201.322                 -246.443              
900     204.084                 -247.185              
1000    206.738                 -247.857              
1100    209.285                 -248.460              
1200    211.730                 -248.997              
1300    214.080                 -249.473              
1400    216.341                 -249.894              
1500    218.520                 -250.265              
1600    220.623                 -250.592              
1700    222.655                 -250.881              
1800    224.621                 -251.138              
1900    226.526                 -251.368              
2000    228.374                 -251.575              
2100    230.167                 -251.762              
2200    231.909                 -251.934              
2300    233.604                 -252.092              
2400    235.253                 -252.239              
2500    236.860                 -252.379              
2600    238.425                 -252.513              
2700    239.952                 -252.643              
2800    241.443                 -252.771              
2900    242.899                 -252.897              
3000    244.321                 -253.024              
3100    245.711                 -253.152              
3200    247.071                 -253.282              
3300    248.402                 -253.416              
3400    249.705                 -253.553              
3500    250.982                 -253.696              
3600    252.233                 -253.844              
3700    253.459                 -253.997              
3800    254.661                 -254.158              
3900    255.841                 -254.326              
4000    256.999                 -254.501              
4100    258.136                 -254.684              
4200    259.252                 -254.876              
4300    260.349                 -255.078              
4400    261.427                 -255.288              
4500    262.486                 -255.508              
4600    263.528                 -255.738              
4700    264.553                 -255.978              
4800    265.562                 -256.229              
4900    266.554                 -256.491              
5000    267.531                 -256.763              
5100    268.493                 -257.046              
5200    269.440                 -257.338              
5300    270.373                 -257.639              
5400    271.293                 -257.950              
5500    272.199                 -258.268              
5600    273.092                 -258.595              
5700    273.973                 -258.930              
5800    274.841                 -259.272              
5900    275.698                 -259.621              
6000    276.544                 -259.977              
