T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     475.560                 -752.775              
200     391.721                 -750.678              
250     383.350                 -749.715              
298.15  381.475                 -748.936              
300     381.477                 -748.909              
350     382.897                 -748.236              
400     386.091                 -747.650              
450     390.266                 -747.127              
500     394.982                 -746.652              
600     405.099                 -745.829              
700     415.366                 -745.159              
800     425.370                 -744.638              
900     434.955                 -744.269              
1000    444.073                 -744.055              
1100    452.723                 -744.001              
1200    460.927                 -744.111              
1300    468.712                 -744.390              
1400    476.110                 -744.842              
1500    483.149                 -745.472              
1600    489.859                 -775.356              
1700    496.265                 -775.552              
1800    502.392                 -775.800              
1900    508.261                 -776.102              
2000    513.892                 -776.460              
2100    519.302                 -776.878              
2200    524.507                 -777.359              
2300    529.521                 -777.904              
2400    534.358                 -778.519              
2500    539.029                 -779.205              
2600    543.545                 -779.965              
2700    547.915                 -780.802              
2800    552.149                 -1363.631             
2900    556.254                 -1362.499             
3000    560.238                 -1361.413             
3100    564.108                 -1360.378             
3200    567.870                 -1359.393             
3300    571.530                 -1358.462             
3400    575.093                 -1357.584             
3500    578.564                 -1356.760             
3600    581.947                 -1355.991             
3700    585.248                 -1355.277             
3800    588.469                 -1354.617             
3900    591.615                 -1354.010             
4000    594.688                 -1353.456             
4100    597.693                 -1352.955             
4200    600.632                 -1352.505             
4300    603.507                 -1352.105             
4400    606.322                 -1351.755             
4500    609.080                 -1351.454             
4600    611.781                 -1351.200             
4700    614.429                 -1350.994             
4800    617.026                 -1350.834             
4900    619.573                 -1350.719             
5000    622.073                 -1350.649             
5100    624.526                 -1350.623             
5200    626.936                 -1350.641             
5300    629.303                 -1350.702             
5400    631.628                 -1350.804             
5500    633.914                 -1350.948             
5600    636.161                 -1351.134             
5700    638.371                 -1351.359             
5800    640.545                 -1351.624             
5900    642.685                 -1351.927             
6000    644.790                 -1352.269             
