T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  81.588                  -77.822               
300     81.589                  -77.826               
400     84.332                  -77.951               
500     89.683                  -78.002               
600     95.837                  -78.054               
700     102.140                 -78.152               
800     108.335                 -78.342               
900     114.321                 -78.661               
1000    120.064                 -96.329               
1100    125.558                 -97.022               
1200    130.812                 -97.596               
1300    135.839                 -98.052               
1400    140.655                 353.209               
1500    145.277                 -350.734              
1600    149.718                 -348.152              
1700    153.992                 -395.645              
1800    158.113                 -392.633              
1900    162.091                 -389.485              
2000    165.937                 -386.205              
2100    169.660                 -382.798              
2200    173.268                 -379.268              
2300    176.770                 -375.620              
2400    180.172                 -371.859              
2500    183.480                 -367.989              
