T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  114.976                 -407.103              
300     114.978                 -407.116              
400     119.381                 -414.437              
500     127.934                 -419.287              
600     137.754                 -422.753              
700     147.812                 -425.196              
800     157.707                 -426.942              
900     167.285                 -587.548              
1000    176.491                 -584.687              
1100    185.319                 -581.623              
1200    193.781                 -578.373              
1300    201.898                 -574.954              
1400    209.695                 -571.381              
1500    217.195                 -567.668              
1600    224.421                 -563.828              
1700    231.396                 -559.873              
1800    238.138                 -555.817              
1900    244.667                 -551.674              
2000    250.996                 -547.458              
2100    257.735                 -413.922              
2200    266.484                 -412.011              
2300    274.782                 -410.406              
2400    282.672                 -409.124              
2500    290.193                 -408.187              
2600    297.377                 -407.636              
2700    304.252                 -407.546              
2800    310.844                 -408.042              
2900    317.175                 -481.053              
3000    323.264                 -479.131              
3100    329.128                 -477.222              
3200    334.785                 -475.327              
3300    340.247                 -473.443              
3400    345.528                 -471.573              
3500    350.639                 -469.716              
