T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     742.263                 -482.424              
200     612.847                 -485.826              
250     600.192                 -487.677              
298.15  597.380                 -489.528              
300     597.384                 -489.602              
350     599.489                 -491.834              
400     604.196                 -542.078              
450     610.313                 -547.927              
500     617.186                 -674.164              
600     631.838                 -672.960              
700     646.606                 -671.923              
800     660.920                 -671.124              
900     674.575                 -670.637              
1000    687.522                 -691.704              
1100    699.769                 -691.308              
1200    711.357                 -690.948              
1300    722.330                 -690.644              
1400    732.739                 -690.424              
1500    742.628                 -690.317              
1600    752.043                 -690.353              
1700    761.021                 -690.559              
1800    769.598                 -690.957              
1900    777.806                 -691.558              
2000    785.675                 -692.367              
2100    793.229                 -693.376              
2200    800.492                 -694.570              
2300    807.484                 -695.926              
2400    814.225                 -697.414              
2500    820.731                 -699.003              
2600    827.018                 -700.658              
2700    833.100                 -702.342              
2800    838.989                 -1291.825             
2900    844.697                 -1291.280             
3000    850.235                 -1290.670             
3100    855.612                 -1289.971             
3200    860.837                 -1289.160             
3300    865.919                 -1288.219             
3400    870.864                 -1287.134             
3500    875.681                 -1285.893             
3600    880.375                 -1284.488             
3700    884.953                 -1282.913             
3800    889.420                 -1281.164             
3900    893.781                 -1279.241             
4000    898.042                 -1277.143             
4100    902.206                 -1274.873             
4200    906.278                 -1272.432             
4300    910.262                 -1269.826             
4400    914.161                 -1267.060             
4500    917.980                 -1264.133             
4600    921.720                 -1261.060             
4700    925.387                 -1257.844             
4800    928.981                 -1254.491             
4900    932.507                 -1251.006             
5000    935.966                 -1247.399             
5100    939.361                 -1243.676             
5200    942.695                 -1239.844             
5300    945.969                 -1235.909             
5400    949.186                 -1231.879             
5500    952.347                 -1227.760             
5600    955.455                 -1223.560             
5700    958.511                 -1219.284             
5800    961.517                 -1214.935             
5900    964.475                 -1210.528             
6000    967.386                 -1206.021             
