T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  151.810                 -233.517              
300     151.811                 -233.495              
400     154.685                 -232.275              
500     160.249                 -231.041              
600     166.597                 -230.007              
700     173.041                 -228.993              
800     179.312                 -227.724              
900     185.322                 -226.045              
1000    191.182                 -222.853              
1100    196.898                 -219.741              
1200    202.429                 -216.714              
1300    207.758                 -213.778              
1400    212.883                 210.936               
1500    217.807                 -208.194              
1600    222.537                 -205.555              
1700    227.082                 -203.024              
1800    231.454                 -217.755              
