T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     477.625                 -1708.555             
200     391.607                 -1714.316             
250     382.170                 -1715.995             
298.15  379.967                 -1717.051             
300     379.969                 -1717.082             
350     381.725                 -1717.724             
400     385.787                 -1720.246             
450     391.241                 -1720.972             
500     397.543                 -1721.551             
600     411.456                 -1721.803             
700     426.007                 -1721.375             
800     440.520                 -1720.525             
900     454.685                 -1772.531             
1000    468.364                 -1770.014             
1100    481.505                 -1767.433             
1200    494.096                 -1764.821             
1300    506.150                 -1762.201             
1400    517.690                 -1759.592             
1500    528.744                 -1757.006             
1600    539.341                 -1754.451             
1700    549.510                 -1751.931             
1800    559.280                 -1749.446             
1900    568.676                 -1746.992             
2000    577.723                 -1744.564             
2100    586.443                 -1742.151             
2200    594.859                 -1739.742             
2300    602.988                 -1737.327             
2400    610.848                 -1734.891             
2500    618.457                 -1732.421             
2600    625.828                 -1729.903             
2700    632.975                 -1727.325             
2800    639.912                 -1724.676             
2900    646.649                 -1721.944             
3000    653.198                 -1719.119             
3100    659.569                 -1716.194             
3200    665.770                 -1713.161             
3300    671.810                 -1710.014             
3400    677.698                 -1706.748             
3500    683.440                 -1703.361             
3600    689.044                 -1699.849             
3700    694.515                 -1696.212             
3800    699.860                 -1692.447             
3900    705.085                 -1688.555             
4000    710.195                 -1684.538             
4100    715.194                 -1680.395             
4200    720.087                 -1676.130             
4300    724.879                 -1671.743             
4400    729.573                 -1667.238             
4500    734.174                 -1662.617             
4600    738.685                 -1657.883             
4700    743.109                 -1653.040             
4800    747.450                 -1648.090             
4900    751.711                 -1643.036             
5000    755.894                 -1637.883             
5100    760.003                 -1632.632             
5200    764.040                 -1627.289             
5300    768.007                 -1621.856             
5400    771.907                 -1616.336             
5500    775.741                 -1610.733             
5600    779.513                 -1605.049             
5700    783.225                 -1599.288             
5800    786.877                 -1593.453             
5900    790.472                 -1587.547             
6000    794.011                 -1581.573             
