T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     130.260                 -993.150              
200     85.716                  -994.444              
298.15  79.981                  -994.955              
300     79.983                  -994.961              
400     82.739                  -997.561              
500     88.238                  -997.415              
600     94.710                  -996.896              
700     101.476                 -996.076              
800     108.241                 -995.014              
900     114.873                 -993.767              
1000    121.310                 -992.387              
1100    127.527                 -1069.889             
1200    133.516                 -1067.376             
1300    140.933                 -1030.426             
1400    148.460                 -1024.164             
1500    155.680                 -1017.975             
1600    162.609                 -1011.855             
1700    169.261                 -1005.802             
1800    175.653                 -999.813              
1900    181.801                 -993.889              
2000    187.719                 -988.030              
