T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     223.539                 -112.415              
200     200.317                 -111.286              
298.15  197.653                 -110.527              
300     197.653                 -110.516              
400     198.798                 -110.102              
500     200.968                 -110.003              
600     203.415                 -110.150              
700     205.890                 -110.469              
800     208.305                 -110.905              
900     210.628                 -111.418              
1000    212.848                 -111.983              
1100    214.967                 -112.586              
1200    216.988                 -113.217              
1300    218.917                 -113.870              
1400    220.761                 -114.541              
1500    222.526                 -115.229              
1600    224.216                 -115.933              
1700    225.839                 -116.651              
1800    227.398                 -117.384              
1900    228.897                 -118.133              
2000    230.342                 -118.896              
2100    231.736                 -119.675              
2200    233.081                 -120.470              
2300    234.382                 -121.282              
2400    235.641                 -122.109              
2500    236.860                 -122.953              
2600    238.043                 -123.813              
2700    239.190                 -124.689              
2800    240.304                 -125.582              
2900    241.387                 -126.490              
3000    242.441                 -127.415              
3100    243.467                 -128.356              
3200    244.466                 -129.312              
3300    245.440                 -130.283              
3400    246.390                 -131.270              
3500    247.317                 -132.271              
3600    248.222                 -133.288              
3700    249.107                 -134.318              
3800    249.972                 -135.363              
3900    250.818                 -136.422              
4000    251.645                 -137.495              
4100    252.456                 -138.581              
4200    253.250                 -139.681              
4300    254.027                 -140.794              
4400    254.790                 -141.921              
4500    255.537                 -143.062              
4600    256.271                 -144.215              
4700    256.990                 -145.383              
4800    257.697                 -146.563              
4900    258.391                 -147.758              
5000    259.073                 -148.967              
5100    259.743                 -150.190              
5200    260.401                 -151.427              
5300    261.049                 -152.679              
5400    261.685                 -153.946              
5500    262.312                 -155.228              
5600    262.929                 -156.527              
5700    263.535                 -157.841              
5800    264.133                 -159.172              
5900    264.722                 -160.521              
6000    265.301                 -161.887              
