T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  47.467                  -15.893               
300     47.468                  -15.889               
400     49.225                  -16.031               
500     52.665                  -16.694               
600     56.618                  -17.778               
700     60.702                  -18.682               
800     64.835                  -19.340               
900     68.950                  -19.875               
1000    73.009                  -20.253               
1100    76.996                  -20.450               
1200    80.907                  -20.443               
1300    84.740                  -20.284               
1400    88.492                  -20.068               
1500    92.160                  -19.872               
1600    95.739                  -48.819               
1700    99.232                  -47.843               
1800    102.638                 -46.934               
1900    105.954                 -46.090               
2000    109.181                 -45.310               
2100    112.320                 -44.592               
2200    115.373                 -43.936               
2300    118.342                 -43.339               
2400    121.231                 -42.801               
2500    124.042                 42.321                
2600    126.779                 -41.900               
2700    129.444                 -41.535               
2800    132.040                 -623.142              
2900    134.571                 -620.764              
3000    137.039                 -618.409              
3100    139.446                 -616.080              
3200    141.796                 -613.778              
3300    144.091                 -611.507              
3400    146.333                 -609.270              
3500    148.524                 -607.070              
