T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     306.542                 88.702                
200     272.170                 88.091                
250     268.733                 87.936                
298.15  267.959                 87.864                
300     267.960                 87.862                
350     268.551                 87.852                
400     269.886                 87.886                
450     271.639                 87.950                
500     273.626                 88.035                
600     277.910                 88.239                
700     282.277                 88.459                
800     286.548                 88.681                
900     290.652                 88.895                
1000    294.565                 89.100                
1100    298.284                 89.294                
1200    301.816                 89.475                
1300    305.172                 89.645                
1400    308.365                 89.802                
1500    311.406                 89.945                
1600    314.306                 90.075                
1700    317.078                 90.190                
1800    319.731                 90.290                
1900    322.273                 90.373                
2000    324.713                 90.438                
2100    327.059                 90.484                
2200    329.317                 90.510                
2300    331.493                 90.513                
2400    333.593                 90.493                
2500    335.621                 90.447                
2600    337.582                 90.376                
2700    339.481                 90.278                
2800    341.321                 90.152                
2900    343.106                 89.998                
3000    344.838                 89.816                
3100    346.521                 89.606                
3200    348.157                 89.369                
3300    349.749                 89.107                
3400    351.300                 88.820                
3500    352.810                 88.511                
3600    354.283                 88.182                
3700    355.720                 87.835                
3800    357.122                 87.472                
3900    358.492                 87.096                
4000    359.830                 86.710                
4100    361.139                 86.316                
4200    362.419                 85.918                
4300    363.671                 85.518                
4400    364.898                 85.119                
4500    366.099                 84.722                
4600    367.276                 84.332                
4700    368.430                 83.948                
4800    369.562                 83.575                
4900    370.672                 83.213                
5000    371.762                 82.864                
5100    372.831                 82.529                
5200    373.882                 82.211                
5300    374.914                 81.909                
5400    375.928                 81.625                
5500    376.924                 81.360                
5600    377.904                 81.113                
5700    378.868                 80.885                
5800    379.816                 80.677                
5900    380.749                 80.488                
6000    381.668                 80.319                
