T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  361.189                 -286.604              
300     361.191                 -286.768              
400     366.996                 -295.056              
500     378.886                 -302.074              
600     393.276                 -307.811              
700     408.708                 -312.352              
800     424.497                 -315.801              
900     440.292                 -318.275              
1000    455.910                 -319.909              
1100    471.247                 -320.839              
1200    486.249                 -321.187              
1300    500.888                 -321.064              
1400    515.152                 -320.568              
1500    529.037                 -319.809              
