T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     439.075                 -408.444              
200     378.756                 -410.951              
250     372.886                 -412.545              
298.15  371.585                 -430.952              
300     371.586                 -431.062              
350     372.558                 -477.309              
400     374.726                 -477.306              
450     377.541                 -477.310              
500     380.699                 -477.324              
600     387.424                 -477.396              
700     394.192                 -477.538              
800     400.745                 -477.765              
900     406.992                 -478.093              
1000    412.911                 -478.534              
1100    418.507                 -479.098              
1200    423.799                 -483.500              
1300    428.809                 -483.777              
1400    433.559                 -484.107              
1500    438.072                 -484.501              
1600    442.366                 -484.972              
1700    446.461                 -485.533              
1800    450.372                 -486.197              
1900    454.114                 -486.977              
2000    457.701                 -487.886              
2100    461.144                 -488.940              
2200    464.453                 -511.472              
2300    467.640                 -513.267              
2400    470.711                 -515.094              
2500    473.675                 -516.955              
2600    476.539                 -518.850              
2700    479.309                 -520.778              
2800    481.991                 -522.737              
2900    484.591                 -524.727              
3000    487.113                 -526.743              
3100    489.561                 -528.784              
3200    491.941                 -530.846              
3300    494.254                 -532.924              
3400    496.506                 -535.016              
3500    498.699                 -537.117              
3600    500.836                 -539.223              
3700    502.920                 -541.330              
3800    504.954                 -543.435              
3900    506.939                 -545.533              
4000    508.878                 -547.622              
4100    510.773                 -549.697              
4200    512.627                 -551.756              
4300    514.440                 -553.796              
4400    516.215                 -555.815              
4500    517.953                 -557.811              
4600    519.655                 -559.781              
4700    521.324                 -561.723              
4800    522.959                 -1124.574             
4900    524.564                 -1126.110             
5000    526.138                 -1127.632             
5100    527.683                 -1129.139             
5200    529.200                 -1130.628             
5300    530.690                 -1132.097             
5400    532.153                 -1133.545             
5500    533.592                 -1134.971             
5600    535.006                 -1136.372             
5700    536.396                 -1137.749             
5800    537.764                 -1139.100             
5900    539.110                 -1140.424             
6000    540.434                 -1141.720             
