T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     402.435                 90.467                
200     355.125                 89.485                
250     350.596                 88.712                
298.15  349.597                 87.864                
300     349.598                 87.829                
350     350.341                 86.785                
400     351.995                 69.686                
450     354.138                 67.335                
500     356.538                 24.804                
600     361.641                 24.154                
700     366.769                 23.270                
800     371.729                 22.104                
900     376.455                 20.537                
1000    380.934                 18.267                
1100    385.172                 15.122                
1200    389.183                 12.549                
1300    392.987                 11.639                
1400    396.599                 10.653                
1500    400.037                 9.582                 
1600    403.315                 8.414                 
1700    406.448                 6.189                 
1800    409.447                 4.462                 
1900    412.323                 -11.487               
2000    415.086                 -13.707               
2100    417.743                 -15.974               
2200    420.303                 -18.285               
2300    422.772                 -20.637               
2400    425.156                 -23.023               
2500    427.462                 -25.434               
2600    429.693                 -27.861               
2700    431.854                 -30.296               
2800    433.949                 -32.728               
2900    435.983                 -35.148               
3000    437.958                 -37.549               
3100    439.878                 -39.924               
3200    441.745                 -390.566              
3300    443.563                 -390.968              
3400    445.333                 -391.362              
3500    447.059                 -391.743              
3600    448.741                 -392.110              
3700    450.383                 -392.462              
3800    451.985                 -392.799              
3900    453.551                 -393.121              
4000    455.080                 -393.430              
4100    456.576                 -393.726              
4200    458.038                 -394.012              
4300    459.470                 -394.289              
4400    460.871                 -394.560              
4500    462.243                 -394.827              
4600    463.588                 -395.093              
4700    464.906                 -395.360              
4800    466.198                 -395.631              
4900    467.465                 -395.908              
5000    468.708                 -396.195              
5100    469.928                 -396.495              
5200    471.126                 -396.809              
5300    472.303                 -397.142              
5400    473.459                 -397.497              
5500    474.594                 -397.875              
5600    475.711                 -398.282              
5700    476.808                 -398.719              
5800    477.888                 -399.192              
5900    478.950                 -399.702              
6000    479.994                 -400.254              
