T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     252.482                 289.856               
200     227.762                 289.363               
250     225.368                 289.023               
298.15  224.835                 288.696               
300     224.835                 288.684               
350     225.238                 288.354               
400     226.141                 288.031               
450     227.322                 287.709               
500     228.655                 287.383               
600     231.516                 286.694               
700     234.420                 285.926               
800     237.251                 285.047               
900     239.965                 284.033               
1000    242.548                 274.271               
1100    245.001                 272.924               
1200    247.329                 271.566               
1300    249.540                 270.198               
1400    251.642                 141.411               
1500    253.643                 141.379               
1600    255.552                 141.340               
1700    257.376                 141.296               
1800    259.122                 141.248               
1900    260.795                 141.197               
2000    262.402                 141.143               
2100    263.947                 141.088               
2200    265.434                 141.031               
2300    266.867                 140.973               
2400    268.251                 140.914               
2500    269.588                 140.855               
2600    270.882                 140.795               
2700    272.134                 140.733               
2800    273.349                 140.669               
2900    274.527                 140.603               
3000    275.672                 140.534               
3100    276.784                 140.460               
3200    277.866                 140.381               
3300    278.919                 140.294               
3400    279.945                 140.199               
3500    280.945                 140.093               
3600    281.921                 139.975               
3700    282.873                 139.843               
3800    283.803                 139.694               
3900    284.712                 139.527               
4000    285.601                 139.339               
4100    286.470                 139.128               
4200    287.321                 138.891               
4300    288.154                 138.627               
4400    288.970                 138.334               
4500    289.769                 138.008               
4600    290.553                 137.649               
4700    291.323                 137.253               
4800    292.077                 136.818               
4900    292.818                 136.343               
5000    293.545                 135.826               
5100    294.260                 135.264               
5200    294.962                 134.656               
5300    295.652                 134.001               
5400    296.330                 133.296               
5500    296.997                 132.541               
5600    297.654                 131.733               
5700    298.300                 130.871               
5800    298.936                 129.953               
5900    299.562                 128.979               
6000    300.178                 127.947               
