T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  47.401                  -108.334              
300     47.401                  -108.334              
400     48.820                  -108.221              
500     51.705                  -107.978              
600     55.133                  -107.732              
700     58.718                  -107.555              
800     62.283                  -107.452              
900     65.751                  -107.454              
1000    69.088                  -107.610              
1100    72.284                  -107.971              
1200    75.340                  -112.505              
1300    78.263                  -112.506              
1400    81.060                  -112.552              
1500    83.742                  -112.648              
1600    86.316                  -112.797              
1700    88.791                  -113.006              
1800    91.176                  -113.280              
1900    93.478                  -113.629              
2000    95.702                  -128.747              
2100    97.856                  -130.018              
2200    99.945                  -131.207              
2300    101.974                 -132.209              
2400    103.947                 -133.226              
2500    105.868                 -134.259              
2600    107.737                 -135.307              
2700    109.557                 -136.369              
2800    111.330                 -137.444              
2900    113.059                 -138.534              
3000    114.744                 -139.636              
3100    116.388                 -140.751              
3200    117.992                 -141.879              
3300    119.559                 143.019               
3400    121.089                 -144.171              
3500    122.585                 -145.336              
3600    124.048                 -146.512              
3700    125.478                 -556.798              
3800    126.878                 -556.763              
3900    128.249                 -556.795              
4000    129.591                 -556.892              
4100    130.906                 -557.053              
4200    132.195                 -557.277              
4300    133.458                 -557.560              
4400    134.698                 -557.902              
4500    135.914                 -558.301              
