T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     143.013                 -36.945               
200     102.805                 -36.357               
298.15  97.927                  -35.422               
300     97.928                  -35.401               
400     100.158                 42.174                
500     104.525                 -61.826               
600     109.591                 -58.889               
700     114.836                 -55.624               
800     120.049                 -52.065               
900     125.139                 -48.250               
1000    130.066                 -44.220               
