T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  117.583                 1540.324              
300     117.584                 1540.374              
350     117.837                 1541.723              
400     118.399                 1543.071              
450     119.126                 1544.418              
500     119.939                 1545.763              
600     121.663                 1548.446              
700     123.391                 1551.113              
800     125.060                 1553.758              
900     126.648                 1556.377              
1000    128.149                 1558.967              
1100    129.567                 1561.528              
1200    130.906                 1564.060              
1300    132.173                 1566.566              
1400    133.372                 1569.047              
1500    134.511                 1571.505              
1600    135.595                 1573.941              
1700    136.627                 1576.357              
1800    137.613                 1578.755              
1900    138.555                 1581.137              
2000    139.458                 1583.503              
2100    140.325                 1585.854              
2200    141.158                 1588.192              
2300    141.959                 1590.518              
2400    142.732                 1592.831              
2500    143.477                 1595.134              
2600    144.197                 1597.426              
2700    144.893                 1599.708              
2800    145.567                 1601.980              
2900    146.220                 1604.243              
3000    146.853                 1606.497              
3100    147.468                 1608.742              
3200    148.066                 1610.978              
3300    148.647                 1613.206              
3400    149.212                 1615.426              
3500    149.762                 1617.638              
3600    150.299                 1619.841              
3700    150.822                 1622.037              
3800    151.332                 1624.225              
3900    151.830                 1626.404              
4000    152.317                 1628.576              
4100    152.792                 1630.740              
4200    153.257                 1632.896              
4300    153.712                 1635.045              
4400    154.157                 1637.186              
4500    154.593                 1639.319              
4600    155.020                 1641.445              
4700    155.438                 1643.564              
4800    155.848                 1645.675              
4900    156.250                 1647.779              
5000    156.645                 1649.877              
5100    157.032                 1651.967              
5200    157.413                 1654.052              
5300    157.786                 1656.130              
5400    158.153                 1658.203              
5500    158.514                 1660.270              
5600    158.868                 1662.333              
5700    159.216                 1664.390              
5800    159.559                 1666.444              
5900    159.896                 1668.493              
6000    160.228                 1670.539              
