T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     297.843                 -687.060              
200     260.345                 -687.828              
250     256.546                 -688.077              
298.15  255.690                 -688.268              
300     255.691                 -688.275              
350     256.343                 -688.450              
400     257.816                 -688.620              
450     259.747                 -688.795              
500     261.931                 -688.979              
600     266.628                 -689.383              
700     271.404                 -689.837              
800     276.064                 -690.326              
900     280.534                 -690.884              
1000    284.789                 -691.575              
1100    288.829                 -692.464              
1200    292.663                 -697.532              
1300    296.303                 -698.082              
1400    299.766                 -698.703              
1500    303.065                 -699.404              
1600    306.212                 -700.192              
1700    309.222                 -701.078              
1800    312.105                 -702.069              
1900    314.872                 -703.176              
2000    317.531                 -719.094              
2100    320.091                 -721.207              
2200    322.560                 -723.281              
2300    324.944                 -725.313              
2400    327.248                 -727.300              
2500    329.479                 -729.241              
2600    331.641                 -731.133              
2700    333.739                 -732.975              
2800    335.776                 -734.766              
2900    337.756                 -736.505              
3000    339.682                 -738.191              
3100    341.557                 -739.824              
3200    343.385                 -741.403              
3300    345.166                 -742.929              
3400    346.905                 -744.401              
3500    348.602                 -745.820              
3600    350.260                 -747.186              
3700    351.881                 -1157.598             
3800    353.466                 -1157.626             
3900    355.018                 -1157.657             
4000    356.536                 -1157.692             
4100    358.024                 -1157.730             
4200    359.481                 -1157.771             
4300    360.910                 -1157.812             
4400    362.311                 -1157.854             
4500    363.686                 -1157.896             
4600    365.036                 -1157.937             
4700    366.361                 -1157.975             
4800    367.662                 -1158.011             
4900    368.941                 -1158.043             
5000    370.197                 -1158.071             
5100    371.433                 -1158.093             
5200    372.648                 -1158.109             
5300    373.843                 -1158.118             
5400    375.019                 -1158.119             
5500    376.177                 -1158.112             
5600    377.317                 -1158.097             
5700    378.439                 -1158.072             
5800    379.545                 -1158.037             
5900    380.634                 -1157.992             
6000    381.708                 -1157.936             
