T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     345.259                 -5601.878             
200     197.142                 -5616.797             
298.15  175.552                 -5624.133             
300     175.557                 -5624.212             
400     186.792                 -5626.175             
500     209.722                 -5625.087             
600     236.976                 -5622.541             
700     265.522                 -5619.419             
800     294.016                 -5616.267             
900     321.852                 -5613.464             
1000    348.763                 -5674.818             
1100    374.651                 -5671.319             
1200    399.500                 -5667.470             
1300    423.336                 -5663.316             
1400    446.204                 -5658.886             
1500    468.159                 -5654.182             
1600    489.260                 -5663.723             
1700    509.566                 -5657.995             
1800    529.133                 -5651.825             
1900    548.016                 -5645.155             
2000    566.267                 -5637.922             
2100    583.933                 -5630.062             
2200    602.230                 -5218.884             
2300    626.877                 -5203.212             
2400    650.502                 -5187.673             
2500    673.185                 -5172.266             
2600    694.999                 -5156.987             
2700    716.008                 -5141.834             
2800    736.269                 -7181.169             
2900    755.834                 -7158.624             
3000    774.748                 -7136.183             
3100    793.055                 -7113.842             
3200    810.791                 -7091.601             
3300    827.991                 -7069.458             
3400    844.686                 -7047.412             
3500    860.905                 -7025.465             
3600    876.676                 -7003.614             
3700    892.021                 -6981.861             
3800    906.963                 -6960.207             
3900    921.523                 -6938.652             
4000    935.719                 -6917.201             
