T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     164.875                 -797.700              
200     111.119                 -796.992              
298.15  104.602                 -795.797              
300     104.603                 -795.773              
400     107.502                 -794.434              
500     113.054                 -793.125              
600     119.342                 -791.931              
700     125.704                 -790.866              
800     131.897                 -790.750              
900     137.841                 -789.800              
1000    143.521                 -788.919              
1100    148.950                 788.069               
1200    154.146                 -794.974              
1300    159.130                 -792.937              
1400    163.922                 -790.616              
1500    168.540                 -788.012              
1600    172.999                 -785.124              
1700    177.314                 -781.951              
1800    181.497                 -927.169              
1900    185.558                 -922.016              
2000    189.509                 -916.586              
