T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     320.437                 -1049.940             
200     278.710                 -1051.695             
250     274.345                 -1052.982             
298.15  273.337                 -1054.368             
300     273.339                 -1054.423             
350     274.139                 -1055.921             
400     275.995                 -1057.380             
450     278.504                 -1058.758             
500     281.426                 -1060.043             
600     287.973                 -1062.350             
700     294.950                 -1064.384             
800     302.034                 -1066.249             
900     309.056                 -1068.035             
1000    315.930                 -1069.812             
1100    322.612                 -1071.639             
1200    329.079                 -1073.559             
1300    335.327                 -1075.609             
1400    341.355                 -1077.818             
1500    347.168                 -1080.212             
1600    352.776                 -1126.417             
1700    358.186                 -1128.033             
1800    363.409                 -1129.677             
1900    368.454                 -1131.359             
2000    373.331                 -1133.088             
2100    378.049                 -1134.870             
2200    382.617                 -1136.711             
2300    387.043                 -1138.615             
2400    391.334                 -1140.587             
2500    395.499                 -1142.629             
2600    399.542                 -1144.743             
2700    403.472                 -1146.932             
2800    407.294                 -2022.067             
2900    411.013                 -2021.218             
3000    414.634                 -2020.398             
3100    418.162                 -2019.610             
3200    421.602                 -2018.860             
3300    424.958                 -2018.151             
3400    428.233                 -2017.489             
3500    431.431                 -2016.879             
3600    434.556                 -2016.327             
3700    437.611                 -2015.839             
3800    440.599                 -2015.420             
3900    443.522                 -2015.078             
4000    446.384                 -2014.817             
4100    449.186                 -2014.646             
4200    451.932                 -2014.569             
4300    454.622                 -2014.594             
4400    457.261                 -2014.728             
4500    459.848                 -2014.975             
4600    462.388                 -2015.342             
4700    464.880                 -2015.836             
4800    467.326                 -2016.461             
4900    469.730                 -2017.224             
5000    472.091                 -2018.130             
5100    474.411                 -2019.182             
5200    476.692                 -2020.387             
5300    478.935                 -2021.747             
5400    481.141                 -2023.266             
5500    483.311                 -2024.949             
5600    485.447                 -2026.798             
5700    487.549                 -2028.815             
5800    489.619                 -2031.003             
5900    491.658                 -2033.364             
6000    493.665                 -2035.900             
