T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  85.772                  -270.077              
300     85.773                  -270.080              
400     87.767                  -278.350              
500     91.645                  -302.910              
600     96.104                  -302.047              
700     100.693                 -300.814              
800     106.676                 -284.644              
900     113.130                 -283.113              
1000    118.997                 -281.582              
1100    124.372                 -280.053              
1200    129.331                 -278.527              
1300    133.932                 -277.010              
1400    138.224                 -275.502              
1500    142.244                 -274.005              
1600    146.025                 -272.525              
1700    149.594                 -416.302              
1800    152.973                 -414.116              
1900    156.181                 -411.965              
2000    159.234                 -409.851              
2100    162.148                 -407.773              
2200    164.933                 -405.731              
2300    167.601                 -403.721              
2400    170.161                 -401.739              
2500    172.622                 -399.782              
