T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  160.243                 -2513.068             
300     160.245                 -2513.113             
400     166.179                 -2514.143             
500     178.417                 -2519.794             
600     193.009                 -2518.462             
700     208.335                 -2516.303             
800     223.674                 -2513.569             
900     238.876                 -2507.885             
1000    253.833                 -2502.430             
1100    268.356                 -2497.173             
1200    282.363                 -2492.090             
1300    295.826                 -2487.169             
1400    308.747                 2482.396              
1500    321.141                 -2477.759             
1600    333.033                 -2473.253             
1700    344.449                 -2859.704             
1800    355.418                 -2853.489             
1900    365.966                 -2847.336             
2000    376.121                 -2841.245             
2100    385.906                 -2835.217             
2200    395.346                 -2829.253             
2300    404.461                 -2823.356             
2400    413.271                 -2817.526             
2500    421.795                 -2811.766             
2600    430.050                 -2806.078             
2700    438.050                 -2800.463             
2800    445.812                 -2794.925             
2900    453.347                 -2789.465             
3000    460.669                 -2784.085             
